projects,Scripts,link,expectedCategory,,
ansible-role-collect-logs,/roles/collect_logs/vars/family-redhat.yml,https://github.com/openstack/ansible-role-collect-logs/blob/master/roles/collect_logs/vars/family-redhat.yml,Conf-Infrastructure-Variables,,
ansible-role-collect-logs,/roles/collect_logs/vars/infrared-collect-exclude-list.yml,https://github.com/openstack/ansible-role-collect-logs/blob/master/roles/collect_logs/vars/infrared-collect-exclude-list.yml,Conf-Infrastructure-Variables,,
ansible-role-collect-logs,/roles/collect_logs/vars/unsecure.yml,https://github.com/openstack/ansible-role-collect-logs/blob/master/roles/collect_logs/vars/unsecure.yml,Conf-Infrastructure-Variables,,
ansible-role-openstack-operations,/defaults/main.yml,https://github.com/openstack/ansible-role-openstack-operations/blob/master/defaults/main.yml,Conf-Infrastructure-Variables,,
ansible-role-openstack-operations,/meta/main.yml,https://github.com/openstack/ansible-role-openstack-operations/blob/master/meta/main.yml,Conf-Infrastructure-Variables,,
ansible-role-openstack-operations,/vars/main.yml,https://github.com/openstack/ansible-role-openstack-operations/blob/master/vars/main.yml,Conf-Infrastructure-Variables,,
ansible-role-python_venv_build,/defaults/main.yml,https://github.com/openstack/ansible-role-python_venv_build/blob/master/defaults/main.yml,Conf-Infrastructure-Variables,,
ansible-role-python_venv_build,/meta/main.yml,https://github.com/openstack/ansible-role-python_venv_build/blob/master/meta/main.yml,Conf-Infrastructure-Variables,,
ansible-role-python_venv_build,/vars/main.yml,https://github.com/openstack/ansible-role-python_venv_build/blob/master/vars/main.yml,Conf-Infrastructure-Variables,,
ansible-role-qdrouterd,/defaults/main.yml,https://github.com/openstack/ansible-role-qdrouterd/blob/master/defaults/main.yml,Conf-Infrastructure-Variables,,
ansible-role-qdrouterd,/meta/main.yml,https://github.com/openstack/ansible-role-qdrouterd/blob/master/meta/main.yml,Conf-Infrastructure-Variables,,
ansible-role-qdrouterd,/vars/main.yml,https://github.com/openstack/ansible-role-qdrouterd/blob/master/vars/main.yml,Conf-Infrastructure-Variables,,
ansible-role-qdrouterd,/vars/redhat.yml,https://github.com/openstack/ansible-role-qdrouterd/blob/master/vars/redhat.yml,Conf-Infrastructure-Variables,,
ansible-role-qdrouterd,/vars/ubuntu.yml,https://github.com/openstack/ansible-role-qdrouterd/blob/master/vars/ubuntu.yml,Conf-Infrastructure-Variables,,
ansible-role-redhat-subscription,/defaults/main.yml,https://github.com/openstack/ansible-role-redhat-subscription/blob/master/defaults/main.yml,Conf-Infrastructure-Variables,,
ansible-role-redhat-subscription,/meta/main.yml,https://github.com/openstack/ansible-role-redhat-subscription/blob/master/meta/main.yml,Conf-Infrastructure-Variables,,
ansible-role-redhat-subscription,/vars/main.yml,https://github.com/openstack/ansible-role-redhat-subscription/blob/master/vars/main.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_mount,/defaults/main.yml,https://github.com/openstack/ansible-role-systemd_mount/blob/master/defaults/main.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_mount,/meta/main.yml,https://github.com/openstack/ansible-role-systemd_mount/blob/master/meta/main.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_mount,/vars/debian.yml,https://github.com/openstack/ansible-role-systemd_mount/blob/master/vars/debian.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_mount,/vars/main.yml,https://github.com/openstack/ansible-role-systemd_mount/blob/master/vars/main.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_mount,/vars/redhat.yml,https://github.com/openstack/ansible-role-systemd_mount/blob/master/vars/redhat.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_networkd,/defaults/main.yml,https://github.com/openstack/ansible-role-systemd_networkd/blob/master/defaults/main.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_networkd,/meta/main.yml,https://github.com/openstack/ansible-role-systemd_networkd/blob/master/meta/main.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_networkd,/vars/debian.yml,https://github.com/openstack/ansible-role-systemd_networkd/blob/master/vars/debian.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_networkd,/vars/main.yml,https://github.com/openstack/ansible-role-systemd_networkd/blob/master/vars/main.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_networkd,/vars/redhat-7.yml,https://github.com/openstack/ansible-role-systemd_networkd/blob/master/vars/redhat-7.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_networkd,/vars/redhat-8.yml,https://github.com/openstack/ansible-role-systemd_networkd/blob/master/vars/redhat-8.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_networkd,/vars/suse-42.yml,https://github.com/openstack/ansible-role-systemd_networkd/blob/master/vars/suse-42.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_service,/defaults/main.yml,https://github.com/openstack/ansible-role-systemd_service/blob/master/defaults/main.yml,Conf-Infrastructure-Variables,,
ansible-role-systemd_service,/meta/main.yml,https://github.com/openstack/ansible-role-systemd_service/blob/master/meta/main.yml,Conf-Infrastructure-Variables,,
ansible-role-tripleo-modify-image,/defaults/main.yml,https://github.com/openstack/ansible-role-tripleo-modify-image/blob/master/defaults/main.yml,Conf-Infrastructure-Variables,,
ansible-role-tripleo-modify-image,/meta/main.yml,https://github.com/openstack/ansible-role-tripleo-modify-image/blob/master/meta/main.yml,Conf-Infrastructure-Variables,,
ansible-role-tripleo-modify-image,/vars/main.yml,https://github.com/openstack/ansible-role-tripleo-modify-image/blob/master/vars/main.yml,Conf-Infrastructure-Variables,,
ansible-role-uwsgi,/defaults/main.yml,https://github.com/openstack/ansible-role-uwsgi/blob/master/defaults/main.yml,Conf-Infrastructure-Variables,,
ansible-role-uwsgi,/meta/main.yml,https://github.com/openstack/ansible-role-uwsgi/blob/master/meta/main.yml,Conf-Infrastructure-Variables,,
ansible-role-uwsgi,/vars/debian-10.yml,https://github.com/openstack/ansible-role-uwsgi/blob/master/vars/debian-10.yml,Conf-Infrastructure-Variables,,
ansible-role-uwsgi,/vars/distro_install.yml,https://github.com/openstack/ansible-role-uwsgi/blob/master/vars/distro_install.yml,Conf-Infrastructure-Variables,,
ansible-role-uwsgi,/vars/redhat.yml,https://github.com/openstack/ansible-role-uwsgi/blob/master/vars/redhat.yml,Conf-Infrastructure-Variables,,
ansible-role-uwsgi,/vars/source_install.yml,https://github.com/openstack/ansible-role-uwsgi/blob/master/vars/source_install.yml,Conf-Infrastructure-Variables,,
ansible-role-uwsgi,/vars/ubuntu-18.04.yml,https://github.com/openstack/ansible-role-uwsgi/blob/master/vars/ubuntu-18.04.yml,Conf-Infrastructure-Variables,,
ansible-role-uwsgi,/vars/ubuntu-20.04.yml,https://github.com/openstack/ansible-role-uwsgi/blob/master/vars/ubuntu-20.04.yml,Conf-Infrastructure-Variables,,
charm-ceilometer,/charmhelpers/contrib/hardening/defaults/apache.yaml,https://github.com/openstack/charm-ceilometer/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml,Conf-Infrastructure-Variables,,
charm-ceilometer,/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,https://github.com/openstack/charm-ceilometer/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,Conf-Infrastructure-Variables,,
charm-ceilometer,/charmhelpers/contrib/hardening/defaults/mysql.yaml,https://github.com/openstack/charm-ceilometer/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml,Conf-Infrastructure-Variables,,
charm-ceilometer,/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,https://github.com/openstack/charm-ceilometer/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,Conf-Infrastructure-Variables,,
charm-ceilometer,/charmhelpers/contrib/hardening/defaults/os.yaml,https://github.com/openstack/charm-ceilometer/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml,Conf-Infrastructure-Variables,,
charm-ceilometer,/charmhelpers/contrib/hardening/defaults/os.yaml.schema,https://github.com/openstack/charm-ceilometer/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml.schema,Conf-Infrastructure-Variables,,
charm-ceilometer,/charmhelpers/contrib/hardening/defaults/ssh.yaml,https://github.com/openstack/charm-ceilometer/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml,Conf-Infrastructure-Variables,,
charm-ceilometer,/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,https://github.com/openstack/charm-ceilometer/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,Conf-Infrastructure-Variables,,
charm-ceph-proxy,/charmhelpers/contrib/hardening/defaults/apache.yaml,https://github.com/openstack/charm-ceph-proxy/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml,Conf-Infrastructure-Variables,,
charm-ceph-proxy,/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,https://github.com/openstack/charm-ceph-proxy/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,Conf-Infrastructure-Variables,,
charm-ceph-proxy,/charmhelpers/contrib/hardening/defaults/mysql.yaml,https://github.com/openstack/charm-ceph-proxy/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml,Conf-Infrastructure-Variables,,
charm-ceph-proxy,/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,https://github.com/openstack/charm-ceph-proxy/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,Conf-Infrastructure-Variables,,
charm-ceph-proxy,/charmhelpers/contrib/hardening/defaults/os.yaml,https://github.com/openstack/charm-ceph-proxy/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml,Conf-Infrastructure-Variables,,
charm-ceph-proxy,/charmhelpers/contrib/hardening/defaults/os.yaml.schema,https://github.com/openstack/charm-ceph-proxy/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml.schema,Conf-Infrastructure-Variables,,
charm-ceph-proxy,/charmhelpers/contrib/hardening/defaults/ssh.yaml,https://github.com/openstack/charm-ceph-proxy/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml,Conf-Infrastructure-Variables,,
charm-ceph-proxy,/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,https://github.com/openstack/charm-ceph-proxy/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,Conf-Infrastructure-Variables,,
charm-cinder,/charmhelpers/contrib/hardening/defaults/apache.yaml,https://github.com/openstack/charm-cinder/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml,Conf-Infrastructure-Variables,,
charm-cinder,/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,https://github.com/openstack/charm-cinder/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,Conf-Infrastructure-Variables,,
charm-cinder,/charmhelpers/contrib/hardening/defaults/mysql.yaml,https://github.com/openstack/charm-cinder/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml,Conf-Infrastructure-Variables,,
charm-cinder,/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,https://github.com/openstack/charm-cinder/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,Conf-Infrastructure-Variables,,
charm-cinder,/charmhelpers/contrib/hardening/defaults/os.yaml,https://github.com/openstack/charm-cinder/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml,Conf-Infrastructure-Variables,,
charm-cinder,/charmhelpers/contrib/hardening/defaults/os.yaml.schema,https://github.com/openstack/charm-cinder/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml.schema,Conf-Infrastructure-Variables,,
charm-cinder,/charmhelpers/contrib/hardening/defaults/ssh.yaml,https://github.com/openstack/charm-cinder/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml,Conf-Infrastructure-Variables,,
charm-cinder,/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,https://github.com/openstack/charm-cinder/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,Conf-Infrastructure-Variables,,
charm-glance,/charmhelpers/contrib/hardening/defaults/apache.yaml,https://github.com/openstack/charm-glance/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml,Conf-Infrastructure-Variables,,
charm-glance,/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,https://github.com/openstack/charm-glance/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,Conf-Infrastructure-Variables,,
charm-glance,/charmhelpers/contrib/hardening/defaults/mysql.yaml,https://github.com/openstack/charm-glance/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml,Conf-Infrastructure-Variables,,
charm-glance,/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,https://github.com/openstack/charm-glance/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,Conf-Infrastructure-Variables,,
charm-glance,/charmhelpers/contrib/hardening/defaults/os.yaml,https://github.com/openstack/charm-glance/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml,Conf-Infrastructure-Variables,,
charm-glance,/charmhelpers/contrib/hardening/defaults/os.yaml.schema,https://github.com/openstack/charm-glance/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml.schema,Conf-Infrastructure-Variables,,
charm-glance,/charmhelpers/contrib/hardening/defaults/ssh.yaml,https://github.com/openstack/charm-glance/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml,Conf-Infrastructure-Variables,,
charm-glance,/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,https://github.com/openstack/charm-glance/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,Conf-Infrastructure-Variables,,
charm-keystone,/charmhelpers/contrib/hardening/defaults/apache.yaml,https://github.com/openstack/charm-keystone/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml,Conf-Infrastructure-Variables,,
charm-keystone,/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,https://github.com/openstack/charm-keystone/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,Conf-Infrastructure-Variables,,
charm-keystone,/charmhelpers/contrib/hardening/defaults/mysql.yaml,https://github.com/openstack/charm-keystone/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml,Conf-Infrastructure-Variables,,
charm-keystone,/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,https://github.com/openstack/charm-keystone/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,Conf-Infrastructure-Variables,,
charm-keystone,/charmhelpers/contrib/hardening/defaults/os.yaml,https://github.com/openstack/charm-keystone/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml,Conf-Infrastructure-Variables,,
charm-keystone,/charmhelpers/contrib/hardening/defaults/os.yaml.schema,https://github.com/openstack/charm-keystone/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml.schema,Conf-Infrastructure-Variables,,
charm-keystone,/charmhelpers/contrib/hardening/defaults/ssh.yaml,https://github.com/openstack/charm-keystone/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml,Conf-Infrastructure-Variables,,
charm-keystone,/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,https://github.com/openstack/charm-keystone/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,Conf-Infrastructure-Variables,,
charm-nova-cloud-controller,/charmhelpers/contrib/hardening/defaults/apache.yaml,https://github.com/openstack/charm-nova-cloud-controller/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml,Conf-Infrastructure-Variables,,
charm-nova-cloud-controller,/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,https://github.com/openstack/charm-nova-cloud-controller/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,Conf-Infrastructure-Variables,,
charm-nova-cloud-controller,/charmhelpers/contrib/hardening/defaults/mysql.yaml,https://github.com/openstack/charm-nova-cloud-controller/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml,Conf-Infrastructure-Variables,,
charm-nova-cloud-controller,/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,https://github.com/openstack/charm-nova-cloud-controller/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,Conf-Infrastructure-Variables,,
charm-nova-cloud-controller,/charmhelpers/contrib/hardening/defaults/os.yaml,https://github.com/openstack/charm-nova-cloud-controller/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml,Conf-Infrastructure-Variables,,
charm-nova-cloud-controller,/charmhelpers/contrib/hardening/defaults/os.yaml.schema,https://github.com/openstack/charm-nova-cloud-controller/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml.schema,Conf-Infrastructure-Variables,,
charm-nova-cloud-controller,/charmhelpers/contrib/hardening/defaults/ssh.yaml,https://github.com/openstack/charm-nova-cloud-controller/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml,Conf-Infrastructure-Variables,,
charm-nova-cloud-controller,/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,https://github.com/openstack/charm-nova-cloud-controller/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,Conf-Infrastructure-Variables,,
charm-openstack-dashboard,/charmhelpers/contrib/hardening/defaults/apache.yaml,https://github.com/openstack/charm-openstack-dashboard/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml,Conf-Infrastructure-Variables,,
charm-openstack-dashboard,/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,https://github.com/openstack/charm-openstack-dashboard/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,Conf-Infrastructure-Variables,,
charm-openstack-dashboard,/charmhelpers/contrib/hardening/defaults/mysql.yaml,https://github.com/openstack/charm-openstack-dashboard/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml,Conf-Infrastructure-Variables,,
charm-openstack-dashboard,/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,https://github.com/openstack/charm-openstack-dashboard/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,Conf-Infrastructure-Variables,,
charm-openstack-dashboard,/charmhelpers/contrib/hardening/defaults/os.yaml,https://github.com/openstack/charm-openstack-dashboard/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml,Conf-Infrastructure-Variables,,
charm-openstack-dashboard,/charmhelpers/contrib/hardening/defaults/os.yaml.schema,https://github.com/openstack/charm-openstack-dashboard/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml.schema,Conf-Infrastructure-Variables,,
charm-openstack-dashboard,/charmhelpers/contrib/hardening/defaults/ssh.yaml,https://github.com/openstack/charm-openstack-dashboard/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml,Conf-Infrastructure-Variables,,
charm-openstack-dashboard,/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,https://github.com/openstack/charm-openstack-dashboard/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,Conf-Infrastructure-Variables,,
charm-percona-cluster,/charmhelpers/contrib/hardening/defaults/apache.yaml,https://github.com/openstack/charm-percona-cluster/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml,Conf-Infrastructure-Variables,,
charm-percona-cluster,/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,https://github.com/openstack/charm-percona-cluster/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,Conf-Infrastructure-Variables,,
charm-percona-cluster,/charmhelpers/contrib/hardening/defaults/mysql.yaml,https://github.com/openstack/charm-percona-cluster/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml,Conf-Infrastructure-Variables,,
charm-percona-cluster,/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,https://github.com/openstack/charm-percona-cluster/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,Conf-Infrastructure-Variables,,
charm-percona-cluster,/charmhelpers/contrib/hardening/defaults/os.yaml,https://github.com/openstack/charm-percona-cluster/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml,Conf-Infrastructure-Variables,,
charm-percona-cluster,/charmhelpers/contrib/hardening/defaults/os.yaml.schema,https://github.com/openstack/charm-percona-cluster/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml.schema,Conf-Infrastructure-Variables,,
charm-percona-cluster,/charmhelpers/contrib/hardening/defaults/ssh.yaml,https://github.com/openstack/charm-percona-cluster/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml,Conf-Infrastructure-Variables,,
charm-percona-cluster,/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,https://github.com/openstack/charm-percona-cluster/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,Conf-Infrastructure-Variables,,
charm-rabbitmq-server,/charmhelpers/contrib/hardening/defaults/apache.yaml,https://github.com/openstack/charm-rabbitmq-server/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml,Conf-Infrastructure-Variables,,
charm-rabbitmq-server,/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,https://github.com/openstack/charm-rabbitmq-server/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,Conf-Infrastructure-Variables,,
charm-rabbitmq-server,/charmhelpers/contrib/hardening/defaults/mysql.yaml,https://github.com/openstack/charm-rabbitmq-server/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml,Conf-Infrastructure-Variables,,
charm-rabbitmq-server,/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,https://github.com/openstack/charm-rabbitmq-server/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,Conf-Infrastructure-Variables,,
charm-rabbitmq-server,/charmhelpers/contrib/hardening/defaults/os.yaml,https://github.com/openstack/charm-rabbitmq-server/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml,Conf-Infrastructure-Variables,,
charm-rabbitmq-server,/charmhelpers/contrib/hardening/defaults/os.yaml.schema,https://github.com/openstack/charm-rabbitmq-server/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml.schema,Conf-Infrastructure-Variables,,
charm-rabbitmq-server,/charmhelpers/contrib/hardening/defaults/ssh.yaml,https://github.com/openstack/charm-rabbitmq-server/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml,Conf-Infrastructure-Variables,,
charm-rabbitmq-server,/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,https://github.com/openstack/charm-rabbitmq-server/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,Conf-Infrastructure-Variables,,
charm-swift-proxy,/charmhelpers/contrib/hardening/defaults/apache.yaml,https://github.com/openstack/charm-swift-proxy/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml,Conf-Infrastructure-Variables,,
charm-swift-proxy,/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,https://github.com/openstack/charm-swift-proxy/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,Conf-Infrastructure-Variables,,
charm-swift-proxy,/charmhelpers/contrib/hardening/defaults/mysql.yaml,https://github.com/openstack/charm-swift-proxy/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml,Conf-Infrastructure-Variables,,
charm-swift-proxy,/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,https://github.com/openstack/charm-swift-proxy/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,Conf-Infrastructure-Variables,,
charm-swift-proxy,/charmhelpers/contrib/hardening/defaults/os.yaml,https://github.com/openstack/charm-swift-proxy/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml,Conf-Infrastructure-Variables,,
charm-swift-proxy,/charmhelpers/contrib/hardening/defaults/os.yaml.schema,https://github.com/openstack/charm-swift-proxy/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml.schema,Conf-Infrastructure-Variables,,
charm-swift-proxy,/charmhelpers/contrib/hardening/defaults/ssh.yaml,https://github.com/openstack/charm-swift-proxy/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml,Conf-Infrastructure-Variables,,
charm-swift-proxy,/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,https://github.com/openstack/charm-swift-proxy/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,Conf-Infrastructure-Variables,,
charm-swift-storage,/charmhelpers/contrib/hardening/defaults/apache.yaml,https://github.com/openstack/charm-swift-storage/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml,Conf-Infrastructure-Variables,,
charm-swift-storage,/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,https://github.com/openstack/charm-swift-storage/blob/master/charmhelpers/contrib/hardening/defaults/apache.yaml.schema,Conf-Infrastructure-Variables,,
charm-swift-storage,/charmhelpers/contrib/hardening/defaults/mysql.yaml,https://github.com/openstack/charm-swift-storage/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml,Conf-Infrastructure-Variables,,
charm-swift-storage,/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,https://github.com/openstack/charm-swift-storage/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml.schema,Conf-Infrastructure-Variables,,
charm-swift-storage,/charmhelpers/contrib/hardening/defaults/os.yaml,https://github.com/openstack/charm-swift-storage/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml,Conf-Infrastructure-Variables,,
charm-swift-storage,/charmhelpers/contrib/hardening/defaults/os.yaml.schema,https://github.com/openstack/charm-swift-storage/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml.schema,Conf-Infrastructure-Variables,,
charm-swift-storage,/charmhelpers/contrib/hardening/defaults/ssh.yaml,https://github.com/openstack/charm-swift-storage/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml,Conf-Infrastructure-Variables,,
charm-swift-storage,/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,https://github.com/openstack/charm-swift-storage/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml.schema,Conf-Infrastructure-Variables,,
devstack,/roles/apache-logs-conf/defaults/main.yaml,https://github.com/openstack/devstack/blob/master/roles/apache-logs-conf/defaults/main.yaml,Conf-Infrastructure-Variables,,
devstack,/roles/capture-system-logs/defaults/main.yaml,https://github.com/openstack/devstack/blob/master/roles/capture-system-logs/defaults/main.yaml,Conf-Infrastructure-Variables,,
devstack,/roles/devstack-project-conf/defaults/main.yaml,https://github.com/openstack/devstack/blob/master/roles/devstack-project-conf/defaults/main.yaml,Conf-Infrastructure-Variables,,
devstack,/roles/export-devstack-journal/defaults/main.yaml,https://github.com/openstack/devstack/blob/master/roles/export-devstack-journal/defaults/main.yaml,Conf-Infrastructure-Variables,,
devstack,/roles/fetch-devstack-log-dir/defaults/main.yaml,https://github.com/openstack/devstack/blob/master/roles/fetch-devstack-log-dir/defaults/main.yaml,Conf-Infrastructure-Variables,,
devstack,/roles/get-devstack-os-environment/defaults/main.yaml,https://github.com/openstack/devstack/blob/master/roles/get-devstack-os-environment/defaults/main.yaml,Conf-Infrastructure-Variables,,
devstack,/roles/orchestrate-devstack/defaults/main.yaml,https://github.com/openstack/devstack/blob/master/roles/orchestrate-devstack/defaults/main.yaml,Conf-Infrastructure-Variables,,
devstack,/roles/process-stackviz/defaults/main.yaml,https://github.com/openstack/devstack/blob/master/roles/process-stackviz/defaults/main.yaml,Conf-Infrastructure-Variables,,
devstack,/roles/run-devstack/defaults/main.yaml,https://github.com/openstack/devstack/blob/master/roles/run-devstack/defaults/main.yaml,Conf-Infrastructure-Variables,,
devstack,/roles/setup-devstack-cache/defaults/main.yaml,https://github.com/openstack/devstack/blob/master/roles/setup-devstack-cache/defaults/main.yaml,Conf-Infrastructure-Variables,,
devstack,/roles/setup-devstack-log-dir/defaults/main.yaml,https://github.com/openstack/devstack/blob/master/roles/setup-devstack-log-dir/defaults/main.yaml,Conf-Infrastructure-Variables,,
devstack,/roles/setup-devstack-source-dirs/defaults/main.yaml,https://github.com/openstack/devstack/blob/master/roles/setup-devstack-source-dirs/defaults/main.yaml,Conf-Infrastructure-Variables,,
devstack,/roles/setup-stack-user/defaults/main.yaml,https://github.com/openstack/devstack/blob/master/roles/setup-stack-user/defaults/main.yaml,Conf-Infrastructure-Variables,,
